distance_bucket,away_win,away_win_rate
0-500 miles,0.35,35.0
500-1000 miles,0.5316455696202531,53.16455696202531
1000-1500 miles,0.39215686274509803,39.21568627450981
1500-2000 miles,0.3333333333333333,33.33333333333333
2000-3000 miles,0.5517241379310345,55.172413793103445
